IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,Y,X
176296032,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/12/17 0:00,21:45:00,NORTHERN,NONE,300 Block of HAYES ST,37.77703951,-122.4221809
176289952,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/5/17 0:00,15:00:00,CENTRAL,NONE,400 Block of STOCKTON ST,37.7899181,-122.4069776
170705150,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/29/17 0:00,18:13:00,MISSION,NONE,1900 Block of MISSION ST,37.76584272,-122.4198146
176246617,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/18/17 0:00,13:00:00,NORTHERN,NONE,100 Block of SANCHEZ ST,37.76719989,-122.4310838
176246639,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/11/17 0:00,0:01:00,BAYVIEW,NONE,BAY SHORE BL / QUINT ST,37.72990405,-122.403024
176326156,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/6/17 0:00,17:00:00,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / FOLSOM ST,37.79076386,-122.3900942
170705702,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,8/29/17 0:00,17:30:00,NORTHERN,NONE,LAGUNA ST / POST ST,37.78578282,-122.4281511
176296076,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/12/17 0:00,17:30:00,NORTHERN,NONE,GEARY BL / WEBSTER ST,37.78456812,-122.4312069
176326388,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,22:45:00,MISSION,NONE,GUERRERO ST / 23RD ST,37.75356819,-122.4230285
176277054,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/21/17 0:00,22:00:00,BAYVIEW,NONE,OAKDALE AV / PATTERSON ST,37.74281566,-122.4048283
176277101,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,10/23/17 0:00,19:00:00,BAYVIEW,NONE,23RD ST / ILLINOIS ST,37.75544603,-122.387068
176326479,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,0:01:00,TARAVAL,NONE,19TH AV / DENSLOWE DR,37.72491208,-122.475003
176326485,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/15/17 0:00,19:30:00,TARAVAL,NONE,1200 Block of OCEAN AV,37.72370174,-122.4556785
176326491,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,14:30:00,TARAVAL,NONE,3800 Block of NORIEGA ST,37.75304221,-122.5048837
176317694,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/6/17 0:00,9:00:00,BAYVIEW,NONE,RHODEISLAND ST / 17TH ST,37.76478086,-122.4025645
176317707,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,11/18/17 0:00,22:45:00,SOUTHERN,NONE,HARRISON ST / HAWTHORNE ST,37.78344043,-122.3962658
176318476,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/6/17 0:00,22:00:00,NORTHERN,NONE,POLK ST / WILLOW ST,37.78356805,-122.4192748
176318482,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/6/17 0:00,18:15:00,NORTHERN,NONE,FULTON ST / OCTAVIA ST,37.7785385,-122.4250006
176318498,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/5/17 0:00,5:00:00,NORTHERN,NONE,VANNESS AV / POST ST,37.78661816,-122.4215723
176318501,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/6/17 0:00,18:45:00,MISSION,NONE,15TH ST / POTRERO AV,37.7670824,-122.4076859
176318517,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/6/17 0:00,19:35:00,MISSION,NONE,700 Block of VALENCIA ST,37.76088992,-122.4214313
170378434,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,5/8/17 0:00,18:10:00,NORTHERN,NONE,0 Block of MARINA BL,37.80505202,-122.4329516
176326617,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/11/17 0:00,18:00:00,SOUTHERN,NONE,700 Block of FOLSOM ST,37.78235798,-122.4008353
176326623,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/11/17 0:00,12:30:00,SOUTHERN,NONE,500 Block of 10TH ST,37.76973671,-122.4088664
176326899,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,11:00:00,CENTRAL,NONE,BEACH ST / COLUMBUS AV,37.80677992,-122.4195806
176326952,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/17/17 0:00,18:00:00,NORTHERN,NONE,2200 Block of BROADWAY ST,37.79442232,-122.4341235
176326974,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,12:15:00,CENTRAL,NONE,400 Block of STOCKTON ST,37.7899181,-122.4069776
176292466,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,11/7/17 0:00,19:45:00,MISSION,NONE,14TH ST / JULIAN AV,37.7681977,-122.4212134
176327530,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/15/17 0:00,14:30:00,CENTRAL,NONE,LOMBARD ST / LARKIN ST,37.80175869,-122.4212614
170708881,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,8/30/17 0:00,14:30:00,CENTRAL,NONE,1400 Block of THE EMBARCADERONORTH ST,37.80713681,-122.4064294
176246651,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/14/17 0:00,20:00:00,BAYVIEW,NONE,1100 Block of 18TH ST,37.76278007,-122.3941187
176246667,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/15/17 0:00,5:45:00,BAYVIEW,NONE,900 Block of ILLINOIS ST,37.75925862,-122.3875085
176328011,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/15/17 0:00,6:30:00,NORTHERN,NONE,POLK ST / POST ST,37.78682621,-122.4199301
176328027,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/18/17 0:00,0:01:00,NORTHERN,NONE,CLAY ST / FRANKLIN ST,37.79196519,-122.4243414
176296139,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/12/17 0:00,9:00:00,PARK,NONE,MCALLISTER ST / PIERCE ST,37.77821186,-122.4350528
176328033,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/12/17 0:00,17:00:00,SOUTHERN,NONE,800 Block of MISSION ST,37.78351007,-122.4053955
176328049,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/12/17 0:00,19:30:00,SOUTHERN,NONE,BRANNAN ST / 2ND ST,37.78184577,-122.3920823
176328077,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/12/17 0:00,20:00:00,SOUTHERN,NONE,0 Block of BLUXOME ST,37.77676403,-122.3968293
176296173,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/10/17 0:00,23:00:00,NORTHERN,NONE,300 Block of MCALLISTER ST,37.78030899,-122.4177779
176296189,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,11/11/17 0:00,23:00:00,NORTHERN,NONE,UNION ST / FRANKLIN ST,37.79834173,-122.4256282
176296214,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,11/13/17 0:00,17:00:00,NORTHERN,NONE,1500 Block of LAGUNA ST,37.78538541,-122.4280017
176319355,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/6/17 0:00,20:00:00,SOUTHERN,NONE,300 Block of BRANNAN ST,37.78056819,-122.3937927
176319402,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/7/17 0:00,20:00:00,NORTHERN,NONE,OAK ST / FRANKLIN ST,37.77523115,-122.4209627
176293840,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/10/17 0:00,8:45:00,BAYVIEW,NONE,23RD ST / KANSAS ST,37.75451295,-122.4025611
176328221,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/12/17 0:00,16:00:00,SOUTHERN,NONE,3RD ST / TOWNSEND ST,37.77885187,-122.3927536
176328237,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/1/17 0:00,8:30:00,SOUTHERN,NONE,FOLSOM ST / THE EMBARCADEROSOUTH ST,37.79076386,-122.3900942
176328259,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,6:00:00,SOUTHERN,NONE,RHODEISLAND ST / ALAMEDA ST,37.7686481,-122.40293
176294280,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,11/11/17 0:00,16:30:00,NORTHERN,NONE,LAGUNA ST / FILBERT ST,37.79864806,-122.4307492
176294296,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/10/17 0:00,21:00:00,NORTHERN,NONE,1300 Block of BUSH ST,37.78885654,-122.4195082
176294309,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,11/8/17 0:00,22:20:00,NORTHERN,NONE,POLK ST / JACKSON ST,37.79414189,-122.421407
176328306,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/13/17 0:00,8:20:00,SOUTHERN,NONE,800 Block of MISSION ST,37.78351007,-122.4053955
176328312,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,18:30:00,SOUTHERN,NONE,400 Block of BRANNAN ST,37.77944065,-122.3950233
176294484,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/10/17 0:00,16:30:00,CENTRAL,NONE,VANNESS AV / NORTHPOINT ST,37.80507699,-122.4253009
176277139,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/24/17 0:00,22:00:00,BAYVIEW,NONE,TENNESSEE ST / 23RD ST,37.75532988,-122.3890025
176277151,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/26/17 0:00,12:30:00,BAYVIEW,NONE,200 Block of MISSOURI ST,37.76320697,-122.3965155
176328431,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,11/16/17 0:00,21:30:00,SOUTHERN,NONE,5TH ST / BRANNAN ST,37.77656877,-122.3987586
176296399,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,11/13/17 0:00,8:28:00,MISSION,NONE,24TH ST / NOE ST,37.75143742,-122.4318784
176296418,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/10/17 0:00,19:00:00,MISSION,NONE,DOLORES ST / LIBERTY ST,37.75743083,-122.4256923
176296446,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,11/7/17 0:00,14:00:00,MISSION,NONE,2000 Block of MARKET ST,37.76924706,-122.4269556
176296480,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,11/7/17 0:00,14:00:00,MISSION,NONE,2000 Block of MARKET ST,37.76924706,-122.4269556
176296496,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,11/7/17 0:00,14:00:00,MISSION,NONE,2000 Block of MARKET ST,37.76924706,-122.4269556
176328754,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,0:01:00,SOUTHERN,NONE,800 Block of MISSION ST,37.78351007,-122.4053955
176329047,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,22:00:00,SOUTHERN,NONE,1700 Block of MARKET ST,37.77269482,-122.4221883
176329081,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,21:30:00,SOUTHERN,NONE,10TH ST / HARRISON ST,37.77157858,-122.4112792
176329229,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/18/17 0:00,14:30:00,CENTRAL,NONE,900 Block of NORTHPOINT ST,37.80544404,-122.4228577
176329279,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/18/17 0:00,18:00:00,CENTRAL,NONE,GRANT AV / NORTHPOINT ST,37.80716206,-122.4088993
176329310,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/18/17 0:00,18:10:00,CENTRAL,NONE,600 Block of POST ST,37.78775448,-122.4130728
176329326,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/13/17 0:00,20:00:00,CENTRAL,NONE,1800 Block of MONTGOMERY ST,37.805247,-122.4051988
176246708,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/14/17 0:00,0:01:00,BAYVIEW,NONE,900 Block of MINNESOTA ST,37.75910868,-122.3904
176246736,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,8/17/17 0:00,21:38:00,BAYVIEW,NONE,CONNECTICUT ST / CESAR CHAVEZ ST,37.74974669,-122.3962777
176246758,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,8/17/17 0:00,19:15:00,BAYVIEW,NONE,18TH ST / 3RD ST,37.76305011,-122.3887421
176246764,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/6/17 0:00,10:00:00,BAYVIEW,NONE,300 Block of TEXAS ST,37.7619818,-122.3955675
176296424,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/12/17 0:00,10:00:00,CENTRAL,NONE,CHESTNUT ST / HYDE ST,37.80292521,-122.4197994
176296430,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,11/7/17 0:00,14:00:00,MISSION,NONE,2000 Block of MARKET ST,37.76924706,-122.4269556
176296515,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,11/11/17 0:00,17:15:00,MISSION,NONE,CAPP ST / 20TH ST,37.75869682,-122.4179645
176296587,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/12/17 0:00,8:00:00,CENTRAL,NONE,POLK ST / BEACH ST,37.80622143,-122.4238488
176296634,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,11/9/17 0:00,18:50:00,CENTRAL,NONE,BEACH ST / LARKIN ST,37.80643511,-122.4221994
176329536,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/15/17 0:00,16:05:00,RICHMOND,NONE,CALIFORNIA ST / COMMONWEALTH AV,37.7861037,-122.4558665
176329564,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,13:10:00,RICHMOND,NONE,MARTIN LUTHER KING JR DR / CROSSOVER DR,37.76606048,-122.4773635
176329611,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/18/17 0:00,11:00:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,37.77254054,-122.4662047
176329627,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/18/17 0:00,9:40:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,37.77254054,-122.4662047
176329633,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/18/17 0:00,14:00:00,RICHMOND,NONE,200 Block of CLEMENT ST,37.78300758,-122.4617494
176329718,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/19/17 0:00,8:00:00,RICHMOND,NONE,1000 Block of GREAT HY,37.76722394,-122.5104974
170379288,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,5/8/17 0:00,22:00:00,SOUTHERN,NONE,800 Block of MISSION ST,37.78351007,-122.4053955
176296690,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/10/17 0:00,18:00:00,CENTRAL,NONE,200 Block of SACRAMENTO ST,37.79441201,-122.3984055
176296703,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/12/17 0:00,20:00:00,CENTRAL,NONE,BEACH ST / HYDE ST,37.80665678,-122.4205641
176296769,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,11/8/17 0:00,15:30:00,CENTRAL,NONE,2800 Block of TAYLOR ST,37.80859051,-122.4159234
176296838,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/5/17 0:00,17:00:00,CENTRAL,NONE,WASHINGTON ST / THE EMBARCADERONORTH ST,37.7966653,-122.3953297
176296844,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,11/12/17 0:00,17:00:00,CENTRAL,NONE,JEFFERSON ST / HYDE ST,37.80758774,-122.4207475
176296850,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/10/17 0:00,23:00:00,CENTRAL,NONE,JONES ST / SACRAMENTO ST,37.79234296,-122.4142955
176329815,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/1/17 0:00,12:45:00,NORTHERN,NONE,1100 Block of SUTTER ST,37.7879137,-122.4193173
176092573,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,4/9/17 0:00,0:30:00,PARK,NONE,FULTON ST / PIERCE ST,37.77728097,-122.4348659
176092589,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/8/17 0:00,13:30:00,PARK,NONE,500 Block of TWINPEAKS BL,37.75318452,-122.4467572
176092595,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/5/17 0:00,19:00:00,PARK,NONE,1400 Block of COLE ST,37.76125081,-122.44897
176092608,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,3/27/17 0:00,16:00:00,NORTHERN,NONE,1500 Block of GEARY BL,37.78489667,-122.4296293
176092614,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,4/6/17 0:00,18:10:00,NORTHERN,NONE,1700 Block of FILLMORE ST,37.78563582,-122.433111
176092733,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/7/17 0:00,16:30:00,NORTHERN,NONE,1300 Block of WEBSTER ST,37.78302957,-122.4310464
170393987,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,5/13/17 0:00,13:30:00,CENTRAL,NONE,LARKIN ST / LOMBARD ST,37.80175869,-122.4212614
176330066,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,12/18/17 0:00,17:00:00,TARAVAL,NONE,WINSTON DR / BUCKINGHAM WY,37.72820963,-122.4786979
176330094,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/19/17 0:00,2:00:00,NORTHERN,NONE,GEARY BL / WEBSTER ST,37.78456812,-122.4312069
176330204,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/10/17 0:00,22:00:00,CENTRAL,NONE,CALIFORNIA ST / LEAVENWORTH ST,37.79120677,-122.4157547
176330298,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/15/17 0:00,21:30:00,RICHMOND,NONE,1000 Block of POINTLOBOS AV,37.77846922,-122.5136421
176330301,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/17/17 0:00,7:45:00,PARK,NONE,MASONIC AV / GEARY BL,37.78237104,-122.4480431
176330317,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,20:30:00,RICHMOND,NONE,GEARY BL / 21ST AV,37.78027905,-122.4804521
176330323,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,19:30:00,RICHMOND,NONE,48TH AV / ANZA ST,37.77704246,-122.5092256
176330339,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,11/21/17 0:00,20:30:00,RICHMOND,NONE,1000 Block of GREAT HY,37.76724422,-122.5102257
176330345,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/7/17 0:00,20:30:00,RICHMOND,NONE,500 Block of ARGUELLO BL,37.78027953,-122.4587248
176330351,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,18:30:00,RICHMOND,NONE,1000 Block of GREAT HY,37.76724422,-122.5102257
176330408,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,18:30:00,RICHMOND,NONE,1000 Block of POINTLOBOS AV,37.77846922,-122.5136421
176330442,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,12:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176330458,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/19/17 0:00,20:00:00,NORTHERN,NONE,3200 Block of PIERCE ST,37.79993194,-122.4393685
176330464,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/19/17 0:00,22:00:00,NORTHERN,NONE,HAYES ST / FRANKLIN ST,37.77709027,-122.4213327
176330470,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,22:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176330505,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/5/17 0:00,17:30:00,NORTHERN,NONE,FRANKLIN ST / MCALLISTER ST,37.77989123,-122.4218931
176330511,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/5/17 0:00,17:30:00,NORTHERN,NONE,FRANKLIN ST / MCALLISTER ST,37.77989123,-122.4218931
171000355,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,12/8/17 0:00,20:00:00,NORTHERN,"ARREST, BOOKED",0 Block of LARKIN ST,37.77818204,-122.4165591
176330765,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,7:05:00,INGLESIDE,NONE,5200 Block of DIAMONDHEIGHTS BL,37.74427748,-122.4390659
176330787,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,12:45:00,INGLESIDE,NONE,3400 Block of FOLSOM ST,37.74383076,-122.4129222
176330997,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/17 0:00,17:30:00,CENTRAL,NONE,1200 Block of COLUMBUS AV,37.80562245,-122.4177687
176331008,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,6:15:00,CENTRAL,NONE,COMMERCIAL ST / GRANT AV,37.7938307,-122.4062235
176331014,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,20:00:00,CENTRAL,NONE,CLAY ST / KEARNY ST,37.79445254,-122.4047994
176331020,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,15:30:00,CENTRAL,NONE,STOCKTON ST / GREEN ST,37.79948807,-122.409017
176331036,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,11:55:00,CENTRAL,NONE,LEAVENWORTH ST / CHESTNUT ST,37.80313603,-122.4181535
171018938,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,12/17/17 0:00,12:00:00,NORTHERN,NONE,900 Block of OFARRELL ST,37.78480062,-122.4203754
170724978,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,9/5/17 0:00,13:15:00,TARAVAL,NONE,3200 Block of 20TH AV,37.72852806,-122.4756475
176331600,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,17:00:00,CENTRAL,NONE,600 Block of WASHINGTON ST,37.79548155,-122.4041636
176331650,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/21/17 0:00,13:30:00,CENTRAL,NONE,LEAVENWORTH ST / FRANCISCO ST,37.80406963,-122.4183438
176331763,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/21/17 0:00,18:30:00,CENTRAL,NONE,NORTHPOINT ST / TAYLOR ST,37.80634189,-122.4154355
176331804,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,13:00:00,TARAVAL,NONE,0 Block of HARDING RD,37.72473844,-122.4977043
170529693,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,6/29/17 0:00,10:00:00,CENTRAL,NONE,200 Block of BAY ST,37.80597865,-122.4111569
170727427,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/6/17 0:00,11:30:00,RICHMOND,NONE,900 Block of GREAT HY,37.76722394,-122.5104974
171049529,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,12/29/17 0:00,10:00:00,CENTRAL,NONE,LOMBARD ST / HYDE ST,37.80199424,-122.4196161
176304124,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,11/20/17 0:00,17:00:00,PARK,NONE,CENTRAL AV / HAIGHT ST,37.77042573,-122.4436499
176304174,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/25/17 0:00,16:30:00,RICHMOND,NONE,2300 Block of ELCAMINODELMAR ST,37.7821215,-122.510126
170727900,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/6/17 0:00,14:08:00,TARAVAL,NONE,2500 Block of 46TH AV,37.73896399,-122.5043542
176007306,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,1/5/17 0:00,8:55:00,RICHMOND,NONE,CLEMENT ST / 2ND AV,37.78313473,-122.4601389
176007328,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,1/5/17 0:00,12:00:00,RICHMOND,NONE,GEARY BL / 23RD AV,37.78018814,-122.482592
176007384,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,1/6/17 0:00,15:15:00,NORTHERN,NONE,3500 Block of BAKER ST,37.80376819,-122.4469373
176007516,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,1/6/17 0:00,18:00:00,NORTHERN,NONE,1300 Block of WEBSTER ST,37.78302957,-122.4310464
176010365,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,1/11/17 0:00,10:30:00,NORTHERN,NONE,GEARY BL / WEBSTER ST,37.78456812,-122.4312069
176010387,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,1/11/17 0:00,12:00:00,NORTHERN,NONE,1600 Block of FILLMORE ST,37.7847515,-122.4330687
176010638,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,1/12/17 0:00,19:00:00,NORTHERN,NONE,LOMBARD ST / DIVISADERO ST,37.79899925,-122.4426497
176010713,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,1/10/17 0:00,0:01:00,MISSION,NONE,700 Block of CHURCH ST,37.759269,-122.4282316
176013331,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,1/14/17 0:00,21:54:00,CENTRAL,NONE,1400 Block of WASHINGTON ST,37.7937317,-122.4171186
