GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,TDPE001,TDPE002,TDPE003,TDPE004,TDPE005,TDPE006,TDPE007,TDPE008,TDPE009,TDPE010,TXBE001,T76E001,NAME_M,TDPM001,TDPM002,TDPM003,TDPM004,TDPM005,TDPM006,TDPM007,TDPM008,TDPM009,TDPM010,TXBM001,T76M001
"G1701790","2011-2013",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,"Tazewell County, Illinois",136078,130809,1611,158,1111,28,512,1849,220,1629,55751,131800,"Tazewell County, Illinois",0,317,165,81,118,45,285,248,124,218,2368,4220
"G1701830","2011-2013",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,"Vermilion County, Illinois",80809,67187,10853,246,661,66,614,1182,99,1083,43067,74900,"Vermilion County, Illinois",0,339,292,151,98,98,304,343,77,327,1618,2551
"G1701950","2011-2013",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,"Whiteside County, Illinois",57870,53601,861,248,362,10,1532,1256,572,684,47443,100300,"Whiteside County, Illinois",0,616,149,117,157,17,580,308,228,182,2520,3675
"G1701970","2011-2013",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,"Will County, Illinois",681537,513919,75202,1239,32843,39,41489,16806,3621,13185,74445,207700,"Will County, Illinois",0,3591,1147,507,969,45,3530,1625,983,1370,1160,2325
"G1701990","2011-2013",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,"Williamson County, Illinois",66791,61931,2958,117,609,16,211,949,103,846,42174,99700,"Williamson County, Illinois",0,229,284,67,156,31,166,310,90,290,1688,3692
"G1702010","2011-2013",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,"Winnebago County, Illinois",292054,230381,36128,315,6954,66,9916,8294,1513,6781,46802,120100,"Winnebago County, Illinois",0,1572,736,150,348,64,1569,1238,729,948,1148,1624
"G1702030","2011-2013",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,"Woodford County, Illinois",39063,37848,207,25,275,0,287,421,20,401,65565,156900,"Woodford County, Illinois",0,130,94,34,42,107,121,120,27,116,4196,5517
"G1800010","2011-2013",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Indiana",34447,33550,129,65,56,0,397,250,23,227,47026,119600,"Adams County, Indiana",0,279,102,58,63,110,279,107,46,94,3060,7872
"G1800030","2011-2013",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,"Allen County, Indiana",360698,287463,42899,1085,10101,390,8194,10566,1100,9466,47989,112100,"Allen County, Indiana",0,1285,855,318,634,427,1405,1154,372,1104,996,1721
"G1800050","2011-2013",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",78740,68707,1687,202,3439,82,3334,1289,277,1012,55762,135600,"Bartholomew County, Indiana",0,724,181,172,217,79,776,442,221,352,3214,5032
"G1800110","2011-2013",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,"Boone County, Indiana",59100,56101,625,109,1290,0,88,887,74,813,65936,176000,"Boone County, Indiana",0,173,141,89,135,110,82,261,85,241,3048,9806
"G1800150","2011-2013",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,"Carroll County, Indiana",,,,,,,,,,,50638,107400,"Carroll County, Indiana",,,,,,,,,,,3443,6634
"G1800170","2011-2013",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,"Cass County, Indiana",38683,33468,539,96,513,48,2976,1043,423,620,40444,80800,"Cass County, Indiana",0,707,138,70,12,65,732,497,497,338,1985,3637
"G1800190","2011-2013",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,"Clark County, Indiana",112156,99479,7738,165,887,0,1130,2757,51,2706,51432,127400,"Clark County, Indiana",0,662,453,151,363,110,689,566,57,555,1337,3692
"G1800210","2011-2013",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,"Clay County, Indiana",,,,,,,,,,,46714,94000,"Clay County, Indiana",,,,,,,,,,,2379,4259
"G1800230","2011-2013",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,"Clinton County, Indiana",32981,30862,154,108,41,0,1255,561,153,408,46660,95600,"Clinton County, Indiana",0,521,117,139,58,110,490,215,120,233,2568,3540
"G1800270","2011-2013",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,"Daviess County, Indiana",32179,31061,475,5,113,41,281,203,48,155,46836,107800,"Daviess County, Indiana",0,189,213,11,87,66,167,136,62,124,2290,9222
"G1800290","2011-2013",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,"Dearborn County, Indiana",49949,48492,344,185,296,78,290,264,26,238,55987,158400,"Dearborn County, Indiana",0,171,185,50,59,127,169,154,42,145,3193,5677
"G1800310","2011-2013",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,"Decatur County, Indiana",,,,,,,,,,,45291,101000,"Decatur County, Indiana",,,,,,,,,,,4052,6703
"G1800330","2011-2013",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,"DeKalb County, Indiana",42318,41055,63,35,241,0,225,699,49,650,46510,107500,"DeKalb County, Indiana",0,188,79,35,25,110,176,123,50,120,2489,6111
"G1800350","2011-2013",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,"Delaware County, Indiana",117570,104458,5804,157,1212,15,843,5081,196,4885,37050,87000,"Delaware County, Indiana",0,409,635,123,286,25,407,726,196,678,1625,2310
"G1800370","2011-2013",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,"Dubois County, Indiana",42239,40492,156,71,161,0,993,366,36,330,54119,134300,"Dubois County, Indiana",0,680,134,115,103,110,680,179,57,167,2119,6740
"G1800390","2011-2013",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,"Elkhart County, Indiana",199449,170463,11774,250,1757,81,9361,5763,958,4805,45296,120600,"Elkhart County, Indiana",0,1615,748,122,244,95,1574,887,400,726,1347,2497
"G1800410","2011-2013",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,"Fayette County, Indiana",,,,,,,,,,,37019,80300,"Fayette County, Indiana",,,,,,,,,,,3220,4505
"G1800430","2011-2013",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,"Floyd County, Indiana",75548,68468,3676,145,889,0,763,1607,47,1560,54622,153200,"Floyd County, Indiana",0,416,290,121,87,110,411,310,46,302,1710,4613
"G1800470","2011-2013",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,"Franklin County, Indiana",22984,22585,24,29,115,0,66,165,23,142,50348,149600,"Franklin County, Indiana",0,66,25,41,104,110,57,115,34,110,5012,12244
"G1800490","2011-2013",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,"Fulton County, Indiana",20632,19722,275,32,81,10,272,240,44,196,39808,95400,"Fulton County, Indiana",0,155,133,43,75,18,165,104,56,85,5887,7775
"G1800510","2011-2013",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,"Gibson County, Indiana",33566,31867,747,20,86,0,309,537,2,535,48368,102300,"Gibson County, Indiana",0,139,169,33,41,110,139,171,4,171,2312,5744
"G1800530","2011-2013",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,"Grant County, Indiana",69387,61701,4316,160,417,0,417,2376,232,2144,39401,79500,"Grant County, Indiana",0,321,413,119,127,110,248,511,181,465,2011,3165
"G1800550","2011-2013",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,"Greene County, Indiana",,,,,,,,,,,44574,87800,"Greene County, Indiana",,,,,,,,,,,3691,3797
"G1800570","2011-2013",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,"Hamilton County, Indiana",289719,254310,10299,473,14321,24,3166,7126,1115,6011,82590,215500,"Hamilton County, Indiana",0,897,553,168,729,41,865,1103,453,1143,2902,4388
"G1800590","2011-2013",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,"Hancock County, Indiana",70981,67670,1638,265,277,0,117,1014,67,947,62980,154300,"Hancock County, Indiana",0,152,245,145,145,110,87,376,91,347,4340,3112
"G1800610","2011-2013",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,"Harrison County, Indiana",39183,38261,300,0,189,0,19,414,48,366,49107,120700,"Harrison County, Indiana",0,105,95,110,64,110,36,157,77,141,5896,7242
"G1800630","2011-2013",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,"Hendricks County, Indiana",151098,135331,8466,190,3482,72,914,2643,455,2188,68734,159700,"Hendricks County, Indiana",0,666,418,104,498,116,541,562,235,519,2436,3145
"G1800650","2011-2013",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,"Henry County, Indiana",49199,46954,829,116,112,1,149,1038,40,998,39277,92100,"Henry County, Indiana",0,129,181,99,75,3,120,164,38,177,1929,4556
"G1800670","2011-2013",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,"Howard County, Indiana",82834,73360,6309,185,1014,89,335,1542,283,1259,41484,94400,"Howard County, Indiana",0,270,312,106,59,118,160,412,198,328,1107,3206
"G1800690","2011-2013",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,"Huntington County, Indiana",36975,35908,292,121,250,3,126,275,46,229,45060,98800,"Huntington County, Indiana",0,113,81,65,73,5,94,117,58,105,3408,4673
"G1800710","2011-2013",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,"Jackson County, Indiana",43153,39682,139,0,735,0,1978,619,8,611,47134,113700,"Jackson County, Indiana",0,409,119,110,136,110,424,202,13,202,2833,5543
"G1800730","2011-2013",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,"Jasper County, Indiana",33405,32543,362,52,26,0,48,374,0,374,53052,144700,"Jasper County, Indiana",0,90,141,78,25,110,38,127,110,127,3499,5058
"G1800750","2011-2013",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,"Jay County, Indiana",21363,21006,69,38,78,0,3,169,0,169,41924,74900,"Jay County, Indiana",0,21,78,22,55,110,5,68,110,68,2626,2712
"G1800770","2011-2013",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,"Jefferson County, Indiana",32420,30759,712,34,265,0,380,270,12,258,42655,114000,"Jefferson County, Indiana",0,338,72,53,43,110,340,104,20,104,2644,7971
"G1800790","2011-2013",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,"Jennings County, Indiana",,,,,,,,,,,45545,90600,"Jennings County, Indiana",,,,,,,,,,,4262,4103
"G1800810","2011-2013",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,"Johnson County, Indiana",143448,134185,2638,91,2525,12,1075,2922,555,2367,60366,142300,"Johnson County, Indiana",0,735,545,99,413,27,632,789,366,722,2480,3793
"G1800830","2011-2013",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,"Knox County, Indiana",38149,36155,1074,12,216,0,176,516,0,516,42072,82500,"Knox County, Indiana",0,134,325,22,170,110,134,232,110,232,3472,3734
"G1800850","2011-2013",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",77674,72329,544,277,991,0,2432,1101,344,757,51279,126400,"Kosciusko County, Indiana",0,601,200,94,36,110,586,282,250,176,1636,4828
"G1800870","2011-2013",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,"LaGrange County, Indiana",37678,36825,28,16,33,0,54,722,235,487,46423,156300,"LaGrange County, Indiana",0,221,26,24,35,110,64,226,214,47,3274,8353
"G1800890","2011-2013",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,"Lake County, Indiana",493136,305172,124380,1820,6453,200,42633,12478,4558,7920,48879,135800,"Lake County, Indiana",0,1906,1059,470,377,64,2370,1482,971,1054,947,2089
"G1800910","2011-2013",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,"LaPorte County, Indiana",111228,94540,11869,308,587,16,1429,2479,292,2187,47219,121200,"LaPorte County, Indiana",0,497,361,120,116,28,430,417,184,374,1631,3903
"G1800930","2011-2013",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,"Lawrence County, Indiana",45994,44445,148,83,258,0,435,625,52,573,44020,98600,"Lawrence County, Indiana",0,155,75,102,100,110,187,179,76,171,1991,5559
"G1800950","2011-2013",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,"Madison County, Indiana",130630,115064,9274,234,433,90,1827,3708,209,3499,42541,92300,"Madison County, Indiana",0,518,539,159,110,126,530,514,110,521,1656,2240
"G1800970","2011-2013",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,"Marion County, Indiana",919356,577425,246799,2485,19196,70,47038,26343,2521,23822,41486,116800,"Marion County, Indiana",0,3235,2341,664,1162,74,3218,2386,715,2348,545,1000
"G1800990","2011-2013",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,"Marshall County, Indiana",47050,44391,198,99,249,38,1423,652,95,557,45734,121400,"Marshall County, Indiana",0,607,95,74,85,56,608,221,113,173,2511,5488
"G1801030","2011-2013",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,"Miami County, Indiana",36403,33485,1835,336,22,0,131,594,54,540,44839,84700,"Miami County, Indiana",0,128,113,82,29,110,69,166,93,140,2840,2986
"G1801050","2011-2013",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,"Monroe County, Indiana",141149,122979,3981,620,8270,71,1254,3974,309,3665,41058,158500,"Monroe County, Indiana",0,541,479,449,311,63,507,695,256,623,1384,3829
"G1801070","2011-2013",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,"Montgomery County, Indiana",38265,36469,578,100,42,0,665,411,45,366,46896,108200,"Montgomery County, Indiana",0,522,313,53,78,110,539,323,63,301,2186,4212
"G1801090","2011-2013",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,"Morgan County, Indiana",69463,67581,214,40,481,0,246,901,127,774,53473,141000,"Morgan County, Indiana",0,161,95,69,13,110,113,150,95,116,3264,6984
"G1801130","2011-2013",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,"Noble County, Indiana",47499,45740,185,60,283,9,522,700,202,498,47449,110000,"Noble County, Indiana",0,392,96,53,48,16,354,231,212,108,2621,5627
"G1801190","2011-2013",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,"Owen County, Indiana",,,,,,,,,,,41908,105200,"Owen County, Indiana",,,,,,,,,,,2216,7980
"G1801270","2011-2013",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,"Porter County, Indiana",165919,153049,5697,430,2411,53,1986,2293,270,2023,64692,162900,"Porter County, Indiana",0,643,344,166,197,85,608,488,161,453,2450,2737
"G1801290","2011-2013",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,"Posey County, Indiana",,,,,,,,,,,56118,126800,"Posey County, Indiana",,,,,,,,,,,5037,8245
"G1801330","2011-2013",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,"Putnam County, Indiana",37669,35223,1599,54,427,0,52,314,28,286,50403,125700,"Putnam County, Indiana",0,99,219,39,164,110,50,215,43,208,2767,6223
"G1801350","2011-2013",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,"Randolph County, Indiana",25824,25207,85,24,10,0,66,432,12,420,40742,75100,"Randolph County, Indiana",0,75,58,22,9,110,71,61,15,60,1598,2270
"G1801370","2011-2013",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,"Ripley County, Indiana",,,,,,,,,,,48077,125000,"Ripley County, Indiana",,,,,,,,,,,3096,7084
"G1801410","2011-2013",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",266624,211451,34691,890,5225,49,6539,7779,1216,6563,43475,111900,"St. Joseph County, Indiana",0,1170,817,218,420,47,1143,973,337,916,1353,2354
"G1801430","2011-2013",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,"Scott County, Indiana",,,,,,,,,,,43272,99600,"Scott County, Indiana",,,,,,,,,,,3745,6829
"G1801450","2011-2013",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,"Shelby County, Indiana",44544,41865,714,137,253,0,1232,343,20,323,50200,120000,"Shelby County, Indiana",0,319,217,180,89,110,402,238,34,233,2396,5281
"G1801470","2011-2013",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,"Spencer County, Indiana",,,,,,,,,,,55332,117600,"Spencer County, Indiana",,,,,,,,,,,3182,6804
"G1801490","2011-2013",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,"Starke County, Indiana",23209,22138,165,0,73,0,272,561,366,195,39178,94300,"Starke County, Indiana",0,178,101,110,70,110,134,199,178,100,2626,7512
"G1801510","2011-2013",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,"Steuben County, Indiana",34206,33290,102,15,159,3,91,546,0,546,46731,127900,"Steuben County, Indiana",0,123,56,20,37,6,109,81,110,81,2344,6702
"G1801530","2011-2013",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,"Sullivan County, Indiana",21234,19846,1023,43,27,0,123,172,0,172,43826,77800,"Sullivan County, Indiana",0,101,107,36,69,110,107,68,110,68,3409,2857
"G1801570","2011-2013",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",177741,152817,7654,157,11967,23,1433,3690,464,3226,44456,131500,"Tippecanoe County, Indiana",0,667,605,90,316,38,576,655,269,581,1583,3707
"G1801630","2011-2013",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",180798,155982,16271,464,1733,89,1538,4721,223,4498,42662,111100,"Vanderburgh County, Indiana",0,518,579,180,306,126,559,671,255,613,1291,3134
"G1801670","2011-2013",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,"Vigo County, Indiana",108373,95149,6878,224,2128,11,853,3130,232,2898,40621,93600,"Vigo County, Indiana",0,314,522,101,130,20,325,573,186,545,1597,2968
"G1801690","2011-2013",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,"Wabash County, Indiana",32455,31126,181,315,175,0,433,225,0,225,45792,97900,"Wabash County, Indiana",0,156,141,113,164,110,156,141,110,141,2785,5050
"G1801730","2011-2013",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,"Warrick County, Indiana",60585,57636,211,79,1563,40,21,1035,69,966,61008,145600,"Warrick County, Indiana",0,110,152,76,492,64,37,446,67,444,2769,5780
"G1801750","2011-2013",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,"Washington County, Indiana",,,,,,,,,,,41611,102800,"Washington County, Indiana",,,,,,,,,,,3539,6048
"G1801770","2011-2013",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,"Wayne County, Indiana",68308,61463,3089,30,632,0,1012,2082,41,2041,36162,89300,"Wayne County, Indiana",0,341,335,39,160,110,348,353,39,345,1817,2359
"G1801790","2011-2013",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,"Wells County, Indiana",27752,27070,176,151,89,0,109,157,0,157,48206,110000,"Wells County, Indiana",0,154,79,107,76,110,144,70,110,70,2923,6614
"G1801810","2011-2013",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,"White County, Indiana",24485,23471,52,56,69,0,424,413,104,309,50514,109000,"White County, Indiana",0,335,57,51,30,110,339,126,88,75,4953,6797
"G1801830","2011-2013",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,"Whitley County, Indiana",33303,32131,157,92,105,0,328,490,0,490,51680,129700,"Whitley County, Indiana",0,133,85,67,53,110,189,167,110,167,2464,6873
"G1900110","2011-2013",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,"Benton County, Iowa",,,,,,,,,,,55808,134500,"Benton County, Iowa",,,,,,,,,,,3039,7501
"G1900130","2011-2013",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",131862,114071,12513,231,2172,0,592,2283,288,1995,45696,126100,"Black Hawk County, Iowa",0,421,445,116,255,89,297,425,174,381,1360,3336
"G1900150","2011-2013",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,"Boone County, Iowa",,,,,,,,,,,50352,115600,"Boone County, Iowa",,,,,,,,,,,3805,5124
"G1900170","2011-2013",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,"Bremer County, Iowa",24489,23669,273,116,72,74,65,220,63,157,60605,148500,"Bremer County, Iowa",0,95,56,95,50,97,65,103,46,97,2053,5457
"G1900190","2011-2013",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,"Buchanan County, Iowa",,,,,,,,,,,55905,125600,"Buchanan County, Iowa",,,,,,,,,,,2888,8271
"G1900210","2011-2013",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",20471,16309,583,2,1139,438,1433,567,213,354,45957,99600,"Buena Vista County, Iowa",0,671,73,4,296,284,671,334,168,324,1875,5545
"G1900270","2011-2013",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,"Carroll County, Iowa",,,,,,,,,,,49522,107500,"Carroll County, Iowa",,,,,,,,,,,4004,7036
"G1900330","2011-2013",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",43773,41703,496,57,471,0,221,825,114,711,43278,114000,"Cerro Gordo County, Iowa",0,229,214,73,91,89,150,279,113,247,2204,4714
"G1900450","2011-2013",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,"Clinton County, Iowa",48742,45594,1454,188,294,0,344,868,105,763,48704,107200,"Clinton County, Iowa",0,358,230,88,74,89,319,308,135,299,3874,6779
"G1900490","2011-2013",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,"Dallas County, Iowa",72157,66343,845,25,2282,26,1217,1419,148,1271,73011,180000,"Dallas County, Iowa",0,467,273,24,203,42,446,416,131,428,2742,6599
"G1900570","2011-2013",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,"Des Moines County, Iowa",40291,36751,2192,24,158,0,128,1038,5,1033,41910,95800,"Des Moines County, Iowa",0,132,403,33,105,89,127,392,8,393,1727,3873
